baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
symcomp10000	5.57964031646864	-2.71072392393525	0.88805251269288	-3.05243652283062	0.00226991734754591	0.0976334258428749
symcomp10001	7.635494847449	-0.649713324181605	0.69125442904211	-0.939904754146646	0.347266418518887	0.747202310737936
symcomp10002	4.46386437847706	-0.283695498543209	0.83464070590798	-0.33990134501598	0.733930823709224	0.934128017902058
symcomp10003	7.84873547894713	-0.137102523540056	0.708905887624223	-0.19340017614966	0.846645577491376	0.955469460571573
symcomp10005	2.13456718226307	-2.70231661361575	1.53371491304593	-1.76194192977429	0.0780791093314699	NA
symcomp100051	0.141535897320035	1.73942919756032	4.03959933151761	0.430594485940478	0.66676325124087	NA
symcomp10006	0.257933866995474	-1.26942705466399	3.75661213324558	-0.337918052127264	0.73542494332682	NA
symcomp10009	2.21070302091328	-0.801062455291502	1.26149949062459	-0.635008148037287	0.525423100861165	NA
symcomp1001	0.20870951399126	0.868577695698778	3.90165853014092	0.22261755840212	0.823833169725884	NA
symcomp10010	9.67351330511119	0.310416894769135	0.673392454792239	0.460974714759624	0.644816746106916	0.903503754236846
symcomp10013	10.6509481857611	-0.0611385158789697	0.704719750848726	-0.0867557859778129	0.930865632733085	0.981667398656959
symcomp10014	72.0024849985148	0.474425943555971	0.470079576059991	1.00924602496541	0.312856658678985	0.72225262951449
symcomp10016	9.60253551825913	-1.41131206870553	0.685572796962775	-2.05858819801184	0.0395337042971079	0.335910476372128
symcomp10017	2.1461628152476	-2.00457236895239	1.39946552784377	-1.43238424174759	0.1520338858619	NA
symcomp100187	1.98372426106088	-2.4939917679194	1.45273787156489	-1.71675277194562	0.0860243534839618	NA
symcomp10019	38.5616842979004	-0.324052439869766	0.47218868990813	-0.686277428484817	0.492538179668828	0.835209472158989
symcomp1002	0.268247600608704	0.171789959930462	3.74583236967256	0.0458616251280563	0.963420540686574	NA
symcomp10021	0.13434723334245	-0.859347587574983	4.0519413349299	-0.212082929278109	0.832042337245016	NA
symcomp100238	0	NA	NA	NA	NA	NA
symcomp10024	0	NA	NA	NA	NA	NA
symcomp10025	0.344129496966343	0.70927365429433	3.57881465116042	0.198186752718348	0.842898951718469	NA
symcomp10031	0	NA	NA	NA	NA	NA
symcomp10032	1.33271173373507	-3.73137157535609	2.19378642782202	-1.70088187620915	0.0889651705310335	NA
symcomp10034	11.9920697393532	1.00278741557033	0.646716675254218	1.55058227805267	0.121001821846192	0.501026242815169
symcomp10037	0.141535897320035	1.73942919756032	4.03959933151761	0.430594485940478	0.66676325124087	NA
symcomp10038	0.459007850932953	-0.943686858380631	3.13932503986882	-0.300601832048606	0.763718134268533	NA
symcomp10040	4.66903058989384	-0.0607098732596068	0.778963878147998	-0.077936698944174	0.937878406644709	0.982285667739382
symcomp10042	6.45220700605231	0.131494975504073	0.700720016473852	0.187656942020551	0.851145585811796	0.956285090368466
symcomp100452	0.141535897320035	1.73942919756032	4.03959933151761	0.430594485940478	0.66676325124087	NA
symcomp10046	6.46207602416342	-1.34090225634819	0.797418309013627	-1.68155438769249	0.0926552816580432	0.455930578324096
symcomp10047	2.90485112625904	-0.429695244292288	1.0865742129199	-0.395458717115686	0.692504382847979	NA
symcomp10051	2.07143950674058	-1.92549042314939	1.49577837424546	-1.28728323413601	0.197995585096955	NA
symcomp10055	0	NA	NA	NA	NA	NA
symcomp10057	2.81133260738425	-0.583780558794017	1.08797224958161	-0.53657669946868	0.59156004254966	NA
symcomp10059	0.141535897320035	1.73942919756032	4.03959933151761	0.430594485940478	0.66676325124087	NA
symcomp100591	0.192365704251064	-0.668012012918334	4.05663178828428	-0.164671591552277	0.869202478341609	NA
